work_id,mp_id,mp_name,state,district,constituency,constituency_type,house,party,work_category,work_subcategory,estimated_cost_inr,sanctioned_cost_inr,actual_expenditure_inr,expected_completion_days,actual_completion_days,inspection_done,photo_available,photo_location_match,similar_work_count_500m,payment_count,is_anomalous,anomaly_type,cost_overrun_ratio,delay_days,cost_deviation_pct
W012744,5,Balashowry Vallabbhaneni,Andhra Pradesh,Srikakulam,MACHILIPATNAM,General,Lok Sabha,BJP,Road,Road Repair & Resurfacing,620970.65,630978.89,612237.12,71,80,0,1,1,0,2,0,clean,-0.0297,9,-1.41
W013641,5,Balashowry Vallabbhaneni,Andhra Pradesh,Anantapur,MACHILIPATNAM,General,Lok Sabha,BJP,Road,Footpath Construction,753970.7,781855.09,834018.4,30,125,1,1,1,0,5,1,delay_anomaly,0.0667,95,10.62
W013734,5,Balashowry Vallabbhaneni,Andhra Pradesh,Vizianagaram,MACHILIPATNAM,General,Lok Sabha,BJP,Water Supply,RO Plant Installation,2165765.71,3166477.12,3267421.21,83,170,1,1,1,2,8,1,vendor_anomaly,0.0319,87,50.87
W014085,5,Balashowry Vallabbhaneni,Andhra Pradesh,Chittoor,MACHILIPATNAM,General,Lok Sabha,BJP,Road,Bituminous Road Construction,2454694.81,2397410.25,2754926.7,104,446,1,1,1,0,5,1,delay_anomaly,0.1491,342,12.23
W014121,5,Balashowry Vallabbhaneni,Andhra Pradesh,East Godavari,MACHILIPATNAM,General,Lok Sabha,BJP,Electricity,Transformer Installation,855639.39,998139.42,941474.73,79,115,1,1,1,0,3,1,ghost_asset,-0.0568,36,10.03
W014240,5,Balashowry Vallabbhaneni,Andhra Pradesh,Prakasam,MACHILIPATNAM,General,Lok Sabha,BJP,Healthcare,Medical Equipment Purchase,1767522.89,1920476.69,1688574.26,116,128,1,1,1,0,3,0,clean,-0.1208,12,-4.47
W000062,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,East Godavari,KURNOOL,General,Lok Sabha,BJP,Education,Library Construction,2808869.29,2815427.79,2755100.07,109,473,1,1,0,0,4,1,delay_anomaly,-0.0214,364,-1.91
W002132,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Chittoor,KURNOOL,General,Lok Sabha,BJP,Road,Bridge Repair,1840421.34,1772507.35,1799248.51,39,43,1,0,1,0,1,0,clean,0.0151,4,-2.24
W002606,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Kurnool,KURNOOL,General,Lok Sabha,BJP,Road,Road Repair & Resurfacing,3873478.42,4232881.56,4159632.89,98,80,1,1,1,0,2,0,clean,-0.0173,0,7.39
W003282,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Krishna,KURNOOL,General,Lok Sabha,BJP,Healthcare,Ambulance Purchase,1667483.6,2015721.61,3196455.5,30,48,1,0,1,1,8,1,payment_anomaly,0.5858,18,91.69
W003302,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Kurnool,KURNOOL,General,Lok Sabha,BJP,Education,School Building Construction,2446942.03,2777688.05,5285316.44,75,80,1,1,1,1,8,1,payment_anomaly,0.9028,5,116.0
W003849,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Srikakulam,KURNOOL,General,Lok Sabha,BJP,Education,Computer Lab Setup,304840.95,321045.35,289102.65,75,61,0,1,1,0,1,0,clean,-0.0995,0,-5.16
W003979,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Kurnool,KURNOOL,General,Lok Sabha,BJP,Road,CC Road Construction,2405940.7,2539182.13,2622239.67,71,81,1,0,0,0,1,0,clean,0.0327,10,8.99
W004323,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Anantapur,KURNOOL,General,Lok Sabha,BJP,Road,Culvert Construction,3536496.76,3597050.06,6847765.24,73,74,1,1,1,2,17,1,payment_anomaly,0.9037,1,93.63
W004611,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Nellore,KURNOOL,General,Lok Sabha,BJP,Road,CC Road Construction,2929408.28,2885159.87,2971385.17,51,51,0,1,1,0,2,0,clean,0.0299,0,1.43
W004618,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Krishna,KURNOOL,General,Lok Sabha,BJP,Healthcare,Primary Health Centre,6455029.44,7323487.15,7133020.39,53,60,1,1,1,3,2,1,duplicate_work,-0.026,7,10.5
W005340,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Srikakulam,KURNOOL,General,Lok Sabha,BJP,Healthcare,Medical Equipment Purchase,1399784.85,1418983.69,1665645.37,64,248,1,0,1,0,6,1,delay_anomaly,0.1738,184,18.99
W005429,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Krishna,KURNOOL,General,Lok Sabha,BJP,Water Supply,Water Purification Unit,2239363.27,2214664.29,2054487.22,54,215,0,0,1,1,3,1,delay_anomaly,-0.0723,161,-8.26
W006145,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Visakhapatnam,KURNOOL,General,Lok Sabha,BJP,Sanitation,Community Toilet Block,589738.06,603191.93,564454.58,141,127,1,1,0,1,1,0,clean,-0.0642,0,-4.29
W006489,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Guntur,KURNOOL,General,Lok Sabha,BJP,Education,Toilet Block Construction,2321578.59,2418159.67,2336848.58,50,41,1,1,1,0,3,0,clean,-0.0336,0,0.66
W007240,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Kadapa,KURNOOL,General,Lok Sabha,BJP,Road,CC Road Construction,1828029.03,2660774.63,3643690.09,141,149,1,1,1,0,11,1,cost_anomaly,0.3694,8,99.32
W007536,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Chittoor,KURNOOL,General,Lok Sabha,BJP,Sanitation,Open Drain to Closed Drain,2335758.84,2221346.36,2158856.26,77,395,0,1,0,0,9,1,delay_anomaly,-0.0281,318,-7.57
W008519,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Prakasam,KURNOOL,General,Lok Sabha,BJP,Healthcare,Medical Equipment Purchase,1452523.75,1416958.23,1237283.73,56,47,0,1,0,1,4,0,clean,-0.1268,0,-14.82
W009067,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Krishna,KURNOOL,General,Lok Sabha,BJP,Water Supply,Pipeline Laying,359810.18,398903.72,373554.51,85,272,1,1,1,1,4,1,delay_anomaly,-0.0635,187,3.82
W010337,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,East Godavari,KURNOOL,General,Lok Sabha,BJP,Electricity,Street Light Installation,1658251.81,1816668.08,1698631.09,117,305,1,1,1,0,3,1,delay_anomaly,-0.065,188,2.44
W010560,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,West Godavari,KURNOOL,General,Lok Sabha,BJP,Community,Playground Construction,3976438.99,5203152.72,4333622.84,104,101,1,0,0,1,3,1,ghost_asset,-0.1671,0,8.98
W010727,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Visakhapatnam,KURNOOL,General,Lok Sabha,BJP,Education,Library Construction,3440468.99,3448276.85,3285873.41,118,111,0,1,1,0,4,0,clean,-0.0471,0,-4.49
W010976,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Visakhapatnam,KURNOOL,General,Lok Sabha,BJP,Education,School Building Construction,2233997.21,2283817.48,2174968.66,78,101,1,1,0,3,5,1,duplicate_work,-0.0477,23,-2.64
W011139,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Kurnool,KURNOOL,General,Lok Sabha,BJP,Road,Bituminous Road Construction,1730848.25,1742230.5,1764351.07,77,306,1,1,0,0,5,1,delay_anomaly,0.0127,229,1.94
W011862,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Kurnool,KURNOOL,General,Lok Sabha,BJP,Education,Library Construction,2992407.92,2930451.01,2887376.64,66,237,1,0,1,0,5,1,delay_anomaly,-0.0147,171,-3.51
W012430,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Guntur,KURNOOL,General,Lok Sabha,BJP,Road,Bituminous Road Construction,2937517.31,3149413.25,2683934.56,89,85,0,1,1,0,3,0,clean,-0.1478,0,-8.63
W013101,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Nellore,KURNOOL,General,Lok Sabha,BJP,Road,Footpath Construction,4677068.7,5059521.04,4958094.13,112,552,1,0,1,1,8,1,delay_anomaly,-0.02,440,6.01
W014710,6,Bastipati Nagaraju Panchalingala,Andhra Pradesh,Chittoor,KURNOOL,General,Lok Sabha,BJP,Sanitation,Drainage Construction,1124077.1,1160981.01,1073191.96,42,57,1,0,1,3,6,1,duplicate_work,-0.0756,15,-4.53
W000020,7,Bhupathiraju Srinivasa Varma,Andhra Pradesh,East Godavari,NARASAPURAM,General,Lok Sabha,SHS,Water Supply,Overhead Tank Construction,2525615.06,2676978.46,2393972.65,115,109,1,1,1,4,3,1,duplicate_work,-0.1057,0,-5.21
W000459,7,Bhupathiraju Srinivasa Varma,Andhra Pradesh,Nellore,NARASAPURAM,General,Lok Sabha,SHS,Community,Park Development,4051328.44,5531240.61,9547839.64,69,112,1,1,1,0,11,1,cost_anomaly,0.7262,43,135.67
W001505,7,Bhupathiraju Srinivasa Varma,Andhra Pradesh,Kurnool,NARASAPURAM,General,Lok Sabha,SHS,Education,Toilet Block Construction,3464321.07,3764442.03,3461873.56,70,158,1,0,0,1,9,1,delay_anomaly,-0.0804,88,-0.07
W002223,7,Bhupathiraju Srinivasa Varma,Andhra Pradesh,Visakhapatnam,NARASAPURAM,General,Lok Sabha,SHS,Education,Toilet Block Construction,1960242.0,1880350.19,1829010.55,100,537,1,1,1,0,6,1,delay_anomaly,-0.0273,437,-6.69
W003232,7,Bhupathiraju Srinivasa Varma,Andhra Pradesh,West Godavari,NARASAPURAM,General,Lok Sabha,SHS,Water Supply,Hand Pump Installation,1881051.85,2082008.03,1887020.38,91,112,1,1,0,2,5,1,duplicate_work,-0.0937,21,0.32
W003252,7,Bhupathiraju Srinivasa Varma,Andhra Pradesh,Kadapa,NARASAPURAM,General,Lok Sabha,SHS,Road,Footpath Construction,3525801.86,3557348.19,3498277.02,31,97,1,1,1,0,9,1,delay_anomaly,-0.0166,66,-0.78
W005643,7,Bhupathiraju Srinivasa Varma,Andhra Pradesh,West Godavari,NARASAPURAM,General,Lok Sabha,SHS,Community,Cremation Ground Development,2492649.88,2586967.37,2521830.43,67,63,1,1,1,2,5,1,duplicate_work,-0.0252,0,1.17
W007235,7,Bhupathiraju Srinivasa Varma,Andhra Pradesh,Krishna,NARASAPURAM,General,Lok Sabha,SHS,Education,Computer Lab Setup,3866175.43,4371422.95,4105740.25,58,62,1,1,1,2,4,1,duplicate_work,-0.0608,4,6.2
W008517,7,Bhupathiraju Srinivasa Varma,Andhra Pradesh,Kadapa,NARASAPURAM,General,Lok Sabha,SHS,Electricity,Transformer Installation,859473.41,913252.7,893587.95,167,205,1,1,1,0,1,0,clean,-0.0215,38,3.97
W009753,7,Bhupathiraju Srinivasa Varma,Andhra Pradesh,Krishna,NARASAPURAM,General,Lok Sabha,SHS,Road,Footpath Construction,1264084.73,1275790.17,1320656.42,35,34,1,1,1,0,4,0,clean,0.0352,0,4.48
W010735,7,Bhupathiraju Srinivasa Varma,Andhra Pradesh,Kurnool,NARASAPURAM,General,Lok Sabha,SHS,Sports,Sports Equipment Purchase,2214904.72,5143237.72,6540423.51,113,212,1,1,1,0,4,1,cost_anomaly,0.2717,99,195.29
W012626,7,Bhupathiraju Srinivasa Varma,Andhra Pradesh,Krishna,NARASAPURAM,General,Lok Sabha,SHS,Road,Bituminous Road Construction,1066628.65,1848456.72,2158733.44,146,172,1,1,1,1,4,1,cost_anomaly,0.1679,26,102.39
W013995,7,Bhupathiraju Srinivasa Varma,Andhra Pradesh,Kadapa,NARASAPURAM,General,Lok Sabha,SHS,Road,Bituminous Road Construction,840183.86,1673945.51,2129807.65,126,199,0,1,1,0,6,1,cost_anomaly,0.2723,73,153.49
W014581,7,Bhupathiraju Srinivasa Varma,Andhra Pradesh,Prakasam,NARASAPURAM,General,Lok Sabha,SHS,Road,CC Road Construction,4093164.9,5635150.92,8722345.11,47,60,1,1,1,0,11,1,cost_anomaly,0.5478,13,113.1
W014590,7,Bhupathiraju Srinivasa Varma,Andhra Pradesh,Anantapur,NARASAPURAM,General,Lok Sabha,SHS,Electricity,Street Light Installation,1350241.43,2243232.99,3079743.15,100,287,0,1,0,1,13,1,vendor_anomaly,0.3729,187,128.09
W000531,8,C.M.Ramesh,Andhra Pradesh,Kurnool,ANAKAPALLE,General,Lok Sabha,BJP,Road,Road Repair & Resurfacing,3059911.42,2934603.17,2530836.67,75,88,0,1,1,1,2,0,clean,-0.1376,13,-17.29
W000713,8,C.M.Ramesh,Andhra Pradesh,West Godavari,ANAKAPALLE,General,Lok Sabha,BJP,Education,School Building Construction,1077521.07,2327740.67,2726327.18,35,48,1,1,1,1,4,1,cost_anomaly,0.1712,13,153.02
W001436,8,C.M.Ramesh,Andhra Pradesh,Anantapur,ANAKAPALLE,General,Lok Sabha,BJP,Water Supply,Borewell Installation,304369.22,313186.43,319612.44,102,299,1,0,1,0,8,1,delay_anomaly,0.0205,197,5.01
W001818,8,C.M.Ramesh,Andhra Pradesh,Kadapa,ANAKAPALLE,General,Lok Sabha,BJP,Road,Culvert Construction,3682010.47,3979202.13,3989167.63,50,48,0,1,1,0,1,0,clean,0.0025,0,8.34
W002050,8,C.M.Ramesh,Andhra Pradesh,Guntur,ANAKAPALLE,General,Lok Sabha,BJP,Electricity,Street Light Installation,1119788.18,2463180.85,3678376.61,106,156,1,1,0,0,9,1,cost_anomaly,0.4933,50,228.49
W004346,8,C.M.Ramesh,Andhra Pradesh,Kadapa,ANAKAPALLE,General,Lok Sabha,BJP,Electricity,Street Light Installation,742894.75,762580.63,660484.87,45,53,1,1,1,0,2,0,clean,-0.1339,8,-11.09
W005001,8,C.M.Ramesh,Andhra Pradesh,Anantapur,ANAKAPALLE,General,Lok Sabha,BJP,Community,Market Shed Construction,1799233.54,1811542.3,1744183.84,67,70,1,1,1,0,4,0,clean,-0.0372,3,-3.06
W005172,8,C.M.Ramesh,Andhra Pradesh,Guntur,ANAKAPALLE,General,Lok Sabha,BJP,Water Supply,Water Purification Unit,2138464.3,2087284.03,2112585.82,123,122,1,1,1,0,1,0,clean,0.0121,0,-1.21
W005442,8,C.M.Ramesh,Andhra Pradesh,Krishna,ANAKAPALLE,General,Lok Sabha,BJP,Road,Bituminous Road Construction,4334829.8,4301412.73,3958089.33,97,79,1,1,1,0,4,0,clean,-0.0798,0,-8.69
W005712,8,C.M.Ramesh,Andhra Pradesh,Chittoor,ANAKAPALLE,General,Lok Sabha,BJP,Sports,Indoor Stadium Construction,6203754.47,6617248.26,7166290.08,67,236,1,0,1,0,4,1,delay_anomaly,0.083,169,15.52
W005733,8,C.M.Ramesh,Andhra Pradesh,West Godavari,ANAKAPALLE,General,Lok Sabha,BJP,Healthcare,Ambulance Purchase,7797563.55,7642363.29,7760861.39,117,119,1,1,1,5,2,1,duplicate_work,0.0155,2,-0.47
W006129,8,C.M.Ramesh,Andhra Pradesh,Prakasam,ANAKAPALLE,General,Lok Sabha,BJP,Water Supply,Water Purification Unit,1422002.1,1402478.84,1213479.11,76,82,1,1,1,0,3,0,clean,-0.1348,6,-14.66
W007004,8,C.M.Ramesh,Andhra Pradesh,Kurnool,ANAKAPALLE,General,Lok Sabha,BJP,Education,School Building Construction,2616755.21,3083958.47,3687180.87,120,154,0,1,1,2,8,1,vendor_anomaly,0.1956,34,40.91
W007467,8,C.M.Ramesh,Andhra Pradesh,Nellore,ANAKAPALLE,General,Lok Sabha,BJP,Education,School Building Construction,3386964.3,5687748.59,8425609.84,133,141,0,1,1,0,10,1,cost_anomaly,0.4814,8,148.77
W008044,8,C.M.Ramesh,Andhra Pradesh,Srikakulam,ANAKAPALLE,General,Lok Sabha,BJP,Road,Culvert Construction,2143913.82,2447547.12,2864633.83,57,157,0,1,1,0,7,1,delay_anomaly,0.1704,100,33.62
W008139,8,C.M.Ramesh,Andhra Pradesh,Srikakulam,ANAKAPALLE,General,Lok Sabha,BJP,Road,Bituminous Road Construction,2069413.27,2238446.65,2206057.97,63,64,1,1,1,0,1,0,clean,-0.0145,1,6.6
W008658,8,C.M.Ramesh,Andhra Pradesh,Kadapa,ANAKAPALLE,General,Lok Sabha,BJP,Community,Cremation Ground Development,2237750.2,4475987.67,6946853.05,41,48,0,1,1,2,6,1,cost_anomaly,0.552,7,210.44
W009038,8,C.M.Ramesh,Andhra Pradesh,Anantapur,ANAKAPALLE,General,Lok Sabha,BJP,Healthcare,Ambulance Purchase,2740074.48,2637196.64,2340934.31,93,81,1,0,1,0,1,0,clean,-0.1123,0,-14.57
W009648,8,C.M.Ramesh,Andhra Pradesh,Kadapa,ANAKAPALLE,General,Lok Sabha,BJP,Road,Road Repair & Resurfacing,4700147.34,4765410.19,4232643.48,115,118,1,0,1,3,4,1,duplicate_work,-0.1118,3,-9.95
W010550,8,C.M.Ramesh,Andhra Pradesh,Chittoor,ANAKAPALLE,General,Lok Sabha,BJP,Water Supply,Overhead Tank Construction,277148.63,275431.36,258685.01,80,100,1,1,1,0,1,0,clean,-0.0608,20,-6.66
W011450,8,C.M.Ramesh,Andhra Pradesh,Prakasam,ANAKAPALLE,General,Lok Sabha,BJP,Water Supply,Pipeline Laying,420031.98,433555.74,480111.91,63,373,1,1,1,2,5,1,delay_anomaly,0.1074,310,14.3
W011933,8,C.M.Ramesh,Andhra Pradesh,Guntur,ANAKAPALLE,General,Lok Sabha,BJP,Road,Bituminous Road Construction,4930298.82,4823451.34,4744851.1,90,84,1,1,1,0,1,0,clean,-0.0163,0,-3.76
W012114,8,C.M.Ramesh,Andhra Pradesh,Prakasam,ANAKAPALLE,General,Lok Sabha,BJP,Sanitation,Solid Waste Management,2015776.56,3240433.89,5737132.42,146,238,1,1,1,0,4,1,cost_anomaly,0.7705,92,184.61
W000904,9,Daggubati Purandeshwari,Andhra Pradesh,Visakhapatnam,RAJAHMUNDRY,General,Lok Sabha,RJD,Water Supply,Pipeline Laying,1167581.78,1567577.2,1872199.51,82,97,0,1,0,0,4,1,ghost_asset,0.1943,15,60.35
W001561,9,Daggubati Purandeshwari,Andhra Pradesh,Chittoor,RAJAHMUNDRY,General,Lok Sabha,RJD,Road,Culvert Construction,4637568.48,4791448.71,4744263.77,88,75,1,1,1,0,3,0,clean,-0.0098,0,2.3
W002739,9,Daggubati Purandeshwari,Andhra Pradesh,Guntur,RAJAHMUNDRY,General,Lok Sabha,RJD,Education,Classroom Addition,1632110.77,1608944.18,1644064.44,42,204,0,1,1,2,3,1,delay_anomaly,0.0218,162,0.73
W003561,9,Daggubati Purandeshwari,Andhra Pradesh,Chittoor,RAJAHMUNDRY,General,Lok Sabha,RJD,Electricity,Electrical Line Extension,887494.64,847948.89,772942.25,46,48,1,1,1,0,2,0,clean,-0.0885,2,-12.91
W004226,9,Daggubati Purandeshwari,Andhra Pradesh,Kadapa,RAJAHMUNDRY,General,Lok Sabha,RJD,Healthcare,Community Health Centre Upgrade,4935518.01,4998963.54,4847637.76,116,128,1,1,1,3,2,1,duplicate_work,-0.0303,12,-1.78
W004532,9,Daggubati Purandeshwari,Andhra Pradesh,Krishna,RAJAHMUNDRY,General,Lok Sabha,RJD,Road,CC Road Construction,825222.77,1099992.56,1729837.48,60,112,1,1,0,1,5,1,cost_anomaly,0.5726,52,109.62
W005613,9,Daggubati Purandeshwari,Andhra Pradesh,East Godavari,RAJAHMUNDRY,General,Lok Sabha,RJD,Road,CC Road Construction,2299324.89,2587318.42,2558160.42,104,151,1,1,0,2,3,1,duplicate_work,-0.0113,47,11.26
W006691,9,Daggubati Purandeshwari,Andhra Pradesh,Vizianagaram,RAJAHMUNDRY,General,Lok Sabha,RJD,Road,Bituminous Road Construction,691958.71,726404.86,740913.04,131,167,1,1,1,0,1,0,clean,0.02,36,7.07
W008589,9,Daggubati Purandeshwari,Andhra Pradesh,Kurnool,RAJAHMUNDRY,General,Lok Sabha,RJD,Electricity,Electrical Line Extension,762381.26,1736044.5,2508833.2,64,112,1,1,1,1,11,1,cost_anomaly,0.4451,48,229.08
W008954,9,Daggubati Purandeshwari,Andhra Pradesh,Kurnool,RAJAHMUNDRY,General,Lok Sabha,RJD,Education,School Building Construction,3996497.74,4533914.66,4638135.58,118,588,0,1,1,0,9,1,delay_anomaly,0.023,470,16.06
W009275,9,Daggubati Purandeshwari,Andhra Pradesh,West Godavari,RAJAHMUNDRY,General,Lok Sabha,RJD,Healthcare,Sub-Centre Construction,5842721.96,6109587.97,5667562.85,130,130,1,1,1,0,4,0,clean,-0.0723,0,-3.0
W011040,9,Daggubati Purandeshwari,Andhra Pradesh,Kurnool,RAJAHMUNDRY,General,Lok Sabha,RJD,Road,CC Road Construction,4161981.99,4078282.39,3857967.87,47,274,1,0,0,0,6,1,delay_anomaly,-0.054,227,-7.3
W012062,9,Daggubati Purandeshwari,Andhra Pradesh,Kurnool,RAJAHMUNDRY,General,Lok Sabha,RJD,Education,Classroom Addition,604669.95,692504.23,653745.49,67,148,0,1,0,0,7,1,delay_anomaly,-0.056,81,8.12
W012099,9,Daggubati Purandeshwari,Andhra Pradesh,Guntur,RAJAHMUNDRY,General,Lok Sabha,RJD,Road,CC Road Construction,4962805.66,4763430.39,4202322.8,88,93,1,1,0,3,2,1,duplicate_work,-0.1178,5,-15.32
W013564,9,Daggubati Purandeshwari,Andhra Pradesh,Visakhapatnam,RAJAHMUNDRY,General,Lok Sabha,RJD,Road,Culvert Construction,4923373.49,9434637.27,14641471.95,143,235,1,0,1,0,9,1,cost_anomaly,0.5519,92,197.39
W014526,9,Daggubati Purandeshwari,Andhra Pradesh,East Godavari,RAJAHMUNDRY,General,Lok Sabha,RJD,Education,Library Construction,355784.28,380222.27,380757.53,95,317,1,0,1,0,8,1,delay_anomaly,0.0014,222,7.02
W014906,9,Daggubati Purandeshwari,Andhra Pradesh,Nellore,RAJAHMUNDRY,General,Lok Sabha,RJD,Sanitation,Sewage Treatment,990919.19,2463042.21,3627458.69,145,172,0,1,1,0,7,1,cost_anomaly,0.4728,27,266.07
W000168,10,Daggumalla Prasada Rao,Andhra Pradesh,Prakasam,CHITTOOR,General,Lok Sabha,TMC,Road,Bridge Repair,506267.8,524965.74,537006.99,63,60,1,1,1,0,3,0,clean,0.0229,0,6.07
W000845,10,Daggumalla Prasada Rao,Andhra Pradesh,Nellore,CHITTOOR,General,Lok Sabha,TMC,Road,CC Road Construction,4300567.28,9132281.63,15472835.02,117,229,1,1,1,0,7,1,cost_anomaly,0.6943,112,259.79
W001295,10,Daggumalla Prasada Rao,Andhra Pradesh,Nellore,CHITTOOR,General,Lok Sabha,TMC,Road,Bridge Repair,3873226.47,3815091.77,3877031.31,81,83,1,1,1,0,1,0,clean,0.0162,2,0.1
W002095,10,Daggumalla Prasada Rao,Andhra Pradesh,Chittoor,CHITTOOR,General,Lok Sabha,TMC,Sanitation,Drainage Construction,638421.84,1065812.9,1248291.23,58,63,1,1,1,0,8,1,cost_anomaly,0.1712,5,95.53
W002734,10,Daggumalla Prasada Rao,Andhra Pradesh,Srikakulam,CHITTOOR,General,Lok Sabha,TMC,Electricity,Street Light Installation,1746782.35,2671483.34,2591438.4,84,105,0,1,1,1,6,1,vendor_anomaly,-0.03,21,48.35
W004598,10,Daggumalla Prasada Rao,Andhra Pradesh,Nellore,CHITTOOR,General,Lok Sabha,TMC,Road,Bituminous Road Construction,2236523.77,2217043.11,2090014.25,141,132,1,1,1,0,2,0,clean,-0.0573,0,-6.55
W004814,10,Daggumalla Prasada Rao,Andhra Pradesh,Nellore,CHITTOOR,General,Lok Sabha,TMC,Road,Bridge Repair,2833991.57,2832089.42,2701508.6,34,33,1,1,1,0,1,0,clean,-0.0461,0,-4.67
W005014,10,Daggumalla Prasada Rao,Andhra Pradesh,Anantapur,CHITTOOR,General,Lok Sabha,TMC,Electricity,Electrical Line Extension,631236.16,632394.33,732136.0,43,162,1,1,1,0,6,1,delay_anomaly,0.1577,119,15.98
W005218,10,Daggumalla Prasada Rao,Andhra Pradesh,Anantapur,CHITTOOR,General,Lok Sabha,TMC,Education,School Building Construction,1003048.25,1294369.58,2301590.57,36,60,1,1,1,2,13,1,payment_anomaly,0.7782,24,129.46
W005367,10,Daggumalla Prasada Rao,Andhra Pradesh,Vizianagaram,CHITTOOR,General,Lok Sabha,TMC,Healthcare,Ambulance Purchase,3717061.29,4201557.85,5362498.53,33,18,1,1,0,1,4,1,ghost_asset,0.2763,0,44.27
W006541,10,Daggumalla Prasada Rao,Andhra Pradesh,Kurnool,CHITTOOR,General,Lok Sabha,TMC,Healthcare,Community Health Centre Upgrade,7748018.1,10628561.55,17508288.21,123,198,1,0,1,0,8,1,cost_anomaly,0.6473,75,125.97
W006584,10,Daggumalla Prasada Rao,Andhra Pradesh,Kadapa,CHITTOOR,General,Lok Sabha,TMC,Road,Bituminous Road Construction,3065777.1,3257650.7,3359313.53,110,236,1,1,1,0,4,1,delay_anomaly,0.0312,126,9.57
W006764,10,Daggumalla Prasada Rao,Andhra Pradesh,East Godavari,CHITTOOR,General,Lok Sabha,TMC,Sports,Indoor Stadium Construction,2812872.47,3120128.68,3143622.47,94,109,1,1,0,4,6,1,duplicate_work,0.0075,15,11.76
W006884,10,Daggumalla Prasada Rao,Andhra Pradesh,Nellore,CHITTOOR,General,Lok Sabha,TMC,Healthcare,Sub-Centre Construction,2020739.31,2220848.44,1996504.79,160,162,1,1,1,0,4,0,clean,-0.101,2,-1.2
W007423,10,Daggumalla Prasada Rao,Andhra Pradesh,Krishna,CHITTOOR,General,Lok Sabha,TMC,Water Supply,Borewell Installation,2213096.76,2376046.57,2398060.79,49,48,1,1,1,0,2,0,clean,0.0093,0,8.36
W007498,10,Daggumalla Prasada Rao,Andhra Pradesh,Anantapur,CHITTOOR,General,Lok Sabha,TMC,Community,Market Shed Construction,718717.33,787576.41,735565.71,100,418,0,0,0,0,3,1,delay_anomaly,-0.066,318,2.34
W007778,10,Daggumalla Prasada Rao,Andhra Pradesh,Kurnool,CHITTOOR,General,Lok Sabha,TMC,Sanitation,Sewage Treatment,1844750.75,4279548.6,5319115.96,61,119,0,1,1,0,11,1,cost_anomaly,0.2429,58,188.34
W008610,10,Daggumalla Prasada Rao,Andhra Pradesh,Nellore,CHITTOOR,General,Lok Sabha,TMC,Community,Playground Construction,2095983.3,2145589.18,1850149.45,39,48,1,0,1,0,3,0,clean,-0.1377,9,-11.73
W008896,10,Daggumalla Prasada Rao,Andhra Pradesh,Anantapur,CHITTOOR,General,Lok Sabha,TMC,Road,Bridge Repair,1079316.3,1141829.91,1337704.22,78,271,1,1,1,0,4,1,delay_anomaly,0.1715,193,23.94
W008905,10,Daggumalla Prasada Rao,Andhra Pradesh,Kadapa,CHITTOOR,General,Lok Sabha,TMC,Education,Library Construction,1585515.05,1799720.58,1696192.88,95,104,1,1,1,3,6,1,duplicate_work,-0.0575,9,6.98
W009201,10,Daggumalla Prasada Rao,Andhra Pradesh,Nellore,CHITTOOR,General,Lok Sabha,TMC,Healthcare,Primary Health Centre,3092176.88,3076164.71,2735870.8,97,117,1,1,1,1,3,0,clean,-0.1106,20,-11.52
W010509,10,Daggumalla Prasada Rao,Andhra Pradesh,Guntur,CHITTOOR,General,Lok Sabha,TMC,Healthcare,Community Health Centre Upgrade,4375906.14,9788244.89,14960982.13,93,179,1,1,1,0,10,1,cost_anomaly,0.5285,86,241.89
W010530,10,Daggumalla Prasada Rao,Andhra Pradesh,East Godavari,CHITTOOR,General,Lok Sabha,TMC,Community,Park Development,3842391.97,3987143.99,4591158.24,77,281,1,1,1,0,3,1,delay_anomaly,0.1515,204,19.49
