work_id,mp_id,state,district,constituency,work_category,work_subcategory,work_description,estimated_cost_inr,sanctioned_cost_inr,actual_expenditure_inr,recommendation_date,sanction_date,work_order_date,expected_completion_days,actual_completion_days,status,implementing_agency_id,contractor_id,latitude,longitude,inspection_done,photo_available,photo_location_match,similar_work_count_500m,payment_count,fraud_label,anomaly_type
MPLADS-W000095,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Water,Water Tank,Water Tank for public use in Constituency 004,663129.39,1019291.77,1329719.68,2024-05-23,2024-07-17,2024-09-21,259,314,In Progress,AG0092,V00020,21.815971,91.97213,1,1,0,1,5,1,cost_anomaly
MPLADS-W000096,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Electricity,Transformer Setup,Transformer Setup for public use in Constituency 004,1597372.04,2122345.24,2670402.18,2024-08-19,2024-10-07,2024-11-10,261,318,In Progress,AG0092,V00046,21.909677,91.96499,0,1,0,0,7,1,cost_anomaly
MPLADS-W000097,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Drainage,RCC Drain,RCC Drain for public use in Constituency 004,1466859.8,1438185.04,1370916.32,2025-05-04,2025-09-09,2025-11-19,188,160,Completed,AG0050,V00047,21.857497,91.989359,1,1,1,0,4,0,none
MPLADS-W000098,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Sports,Sports Complex,Sports Complex for public use in Constituency 004,1633375.07,1759379.5,1941178.34,2025-01-19,2025-03-30,2025-06-30,183,199,In Progress,AG0007,V00047,21.682821,91.86119,1,1,1,2,4,1,duplicate_work
MPLADS-W000099,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Drainage,Drain Repair,Drain Repair for public use in Constituency 004,881305.04,888556.66,998606.11,2025-05-02,2025-08-11,2025-12-04,204,251,In Progress,AG0092,V00020,21.779777,91.894614,0,1,1,3,3,1,duplicate_work
MPLADS-W000100,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Sports,Sports Complex,Sports Complex for public use in Constituency 004,918241.42,1276835.17,1556556.37,2025-05-20,2025-09-13,2026-01-01,178,206,Completed,AG0092,V00046,21.699766,91.925395,1,1,0,0,5,1,cost_anomaly
MPLADS-W000101,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Education,School Toilet,School Toilet for public use in Constituency 004,1032026.39,1583548.48,1848850.47,2025-05-10,2025-10-18,2025-11-15,182,227,In Progress,AG0007,V00020,21.680442,91.816369,0,1,0,0,5,1,cost_anomaly
MPLADS-W000102,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Sports,Stadium Pavilion,Stadium Pavilion for public use in Constituency 004,1525479.87,1583233.56,1353587.02,2025-04-29,2025-09-15,2025-12-22,108,216,In Progress,AG0007,V00020,21.771647,91.951362,0,1,1,0,4,1,delay_anomaly
MPLADS-W000103,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Education,School Toilet,School Toilet for public use in Constituency 004,682331.59,678470.76,669343.61,2024-11-08,2025-04-20,2025-05-22,121,252,Sanctioned,AG0092,V00047,21.818876,91.835175,0,0,1,0,4,1,delay_anomaly
MPLADS-W000104,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Health,Clinic Building,Clinic Building for public use in Constituency 004,1972969.61,2116433.56,2122738.6,2024-06-04,2024-09-24,2025-01-05,226,230,Completed,AG0092,V00046,21.831497,91.912732,0,1,1,6,5,1,duplicate_work
MPLADS-W000105,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Road,Culvert Construction,Culvert Construction for public use in Constituency 004,1241359.36,1238509.56,1015882.72,2025-02-28,2025-05-27,2025-09-02,196,513,Completed,AG0092,V00020,21.823057,91.86673,1,1,1,0,4,1,delay_anomaly
MPLADS-W000106,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Community,Public Facility,Public Facility for public use in Constituency 004,1866113.18,2894940.9,3389916.39,2024-11-19,2025-01-11,2025-05-04,105,144,In Progress,AG0007,V00047,21.82996,91.815351,0,1,1,0,5,1,cost_anomaly
MPLADS-W000107,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Community,Bus Shelter,Bus Shelter for public use in Constituency 004,1519336.53,1577705.11,1231856.71,2025-04-25,2025-09-01,2025-11-30,233,354,In Progress,AG0050,V00047,21.774967,91.791104,0,1,1,0,2,1,delay_anomaly
MPLADS-W000108,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Community,Bus Shelter,Bus Shelter for public use in Constituency 004,735305.68,734718.86,607634.9,2025-08-06,2025-10-20,2025-12-25,237,367,Sanctioned,AG0050,V00046,21.936554,91.867913,0,1,1,0,5,1,delay_anomaly
MPLADS-W000109,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Drainage,Sewage Channel,Sewage Channel for public use in Constituency 004,1143269.59,1172379.24,857089.64,2024-12-15,2025-05-16,2025-07-10,145,307,Sanctioned,AG0007,V00046,21.92641,91.924495,0,0,1,0,5,1,delay_anomaly
MPLADS-W000110,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Drainage,Sewage Channel,Sewage Channel for public use in Constituency 004,1754377.36,2327558.89,2962617.87,2024-06-08,2024-09-18,2025-01-14,183,218,In Progress,AG0092,V00047,21.764717,91.980549,0,1,0,1,7,1,cost_anomaly
MPLADS-W000111,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Sports,Open Gym,Open Gym for public use in Constituency 004,661174.89,724071.11,900333.72,2025-05-28,2025-08-01,2025-09-11,114,187,Completed,AG0007,V00020,21.780376,91.848765,0,1,0,0,5,1,ghost_asset
MPLADS-W000112,MP0004,Andaman and Nicobar Islands,District 004,Constituency 004,Community,Community Hall,Community Hall for public use in Constituency 004,833209.42,864815.69,797535.54,2024-04-24,2024-06-07,2024-07-19,175,178,In Progress,AG0092,V00047,21.859064,91.964587,1,1,1,0,4,0,none
MPLADS-W000113,MP0005,Andhra Pradesh,District 005,Constituency 005,Electricity,Street Lighting,Street Lighting for public use in Constituency 005,603281.41,1013769.54,1390134.02,2024-10-19,2025-02-07,2025-05-18,176,217,In Progress,AG0083,V00020,10.222042,71.577865,1,1,1,0,5,1,cost_anomaly
MPLADS-W000114,MP0005,Andhra Pradesh,District 005,Constituency 005,Community,Public Facility,Public Facility for public use in Constituency 005,1039717.54,1115573.69,1207356.54,2025-05-13,2025-06-23,2025-10-02,211,225,Completed,AG0083,V00041,10.171625,71.541138,1,1,1,6,6,1,duplicate_work
MPLADS-W000115,MP0005,Andhra Pradesh,District 005,Constituency 005,Community,Bus Shelter,Bus Shelter for public use in Constituency 005,714831.84,723999.0,726953.63,2025-05-26,2025-08-31,2025-09-29,236,213,Completed,AG0001,V00006,10.19558,71.495188,1,1,1,0,3,0,none
MPLADS-W000116,MP0005,Andhra Pradesh,District 005,Constituency 005,Health,Ambulance Shed,Ambulance Shed for public use in Constituency 005,693857.78,1169522.97,1448610.25,2024-12-13,2025-05-17,2025-09-13,105,150,Completed,AG0027,V00041,10.346833,71.676304,1,1,1,1,5,1,cost_anomaly
MPLADS-W000117,MP0005,Andhra Pradesh,District 005,Constituency 005,Electricity,Electrification,Electrification for public use in Constituency 005,1081392.17,1056238.28,784241.34,2025-03-13,2025-06-23,2025-10-04,213,445,Sanctioned,AG0083,V00020,10.30057,71.721295,0,0,1,0,4,1,delay_anomaly
MPLADS-W000118,MP0005,Andhra Pradesh,District 005,Constituency 005,Sports,Open Gym,Open Gym for public use in Constituency 005,1420055.08,1482020.97,1420354.44,2024-12-02,2025-04-05,2025-07-10,160,193,Completed,AG0027,V00020,10.406613,71.728519,1,1,1,5,5,1,duplicate_work
MPLADS-W000119,MP0005,Andhra Pradesh,District 005,Constituency 005,Water,Drinking Water Pipeline,Drinking Water Pipeline for public use in Constituency 005,966182.61,1040961.42,947960.42,2024-09-25,2025-02-20,2025-06-08,155,456,In Progress,AG0001,V00041,10.290793,71.713327,0,0,1,0,4,1,delay_anomaly
MPLADS-W000120,MP0005,Andhra Pradesh,District 005,Constituency 005,Health,Health Sub-centre,Health Sub-centre for public use in Constituency 005,1637068.48,1694926.11,1262437.77,2024-04-26,2024-10-13,2024-12-05,253,427,In Progress,AG0083,V00020,10.217546,71.76733,1,1,1,0,3,1,delay_anomaly
MPLADS-W000121,MP0005,Andhra Pradesh,District 005,Constituency 005,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 005,878006.63,876585.76,746173.39,2024-12-01,2025-02-25,2025-04-27,172,458,In Progress,AG0027,V00020,10.247888,71.672787,0,1,1,0,2,1,delay_anomaly
MPLADS-W000122,MP0005,Andhra Pradesh,District 005,Constituency 005,Road,Bridge Approach,Bridge Approach for public use in Constituency 005,1806818.47,1769336.77,1651437.28,2025-05-09,2025-10-17,2025-12-04,164,134,Completed,AG0027,V00006,10.175307,71.754982,1,1,1,0,4,0,none
MPLADS-W000123,MP0005,Andhra Pradesh,District 005,Constituency 005,Sports,Stadium Pavilion,Stadium Pavilion for public use in Constituency 005,1422519.85,1554652.05,1843166.6,2025-06-30,2025-09-07,2025-12-05,209,281,Completed,AG0083,V00006,10.374477,71.742859,0,0,0,2,7,1,ghost_asset
MPLADS-W000124,MP0005,Andhra Pradesh,District 005,Constituency 005,Education,School Building,School Building for public use in Constituency 005,1775598.71,1745043.02,1682683.34,2025-04-13,2025-08-12,2025-10-13,235,481,Sanctioned,AG0001,V00006,10.254228,71.741504,1,0,1,0,5,1,delay_anomaly
MPLADS-W000125,MP0005,Andhra Pradesh,District 005,Constituency 005,Drainage,RCC Drain,RCC Drain for public use in Constituency 005,1529406.82,2446135.33,3294573.83,2024-06-11,2024-11-15,2025-01-20,153,191,Completed,AG0027,V00041,10.169295,71.652413,1,1,1,1,7,1,cost_anomaly
MPLADS-W000126,MP0005,Andhra Pradesh,District 005,Constituency 005,Electricity,Street Lighting,Street Lighting for public use in Constituency 005,1860590.28,2032669.89,1948587.99,2024-05-02,2024-07-06,2024-09-28,168,192,Completed,AG0001,V00020,10.165511,71.528423,0,1,1,4,5,1,duplicate_work
MPLADS-W000127,MP0005,Andhra Pradesh,District 005,Constituency 005,Sports,Playground,Playground for public use in Constituency 005,1526160.95,2469333.6,2997902.88,2024-11-19,2025-03-29,2025-06-15,269,313,In Progress,AG0083,V00041,10.267822,71.741116,0,1,0,0,7,1,cost_anomaly
MPLADS-W000128,MP0005,Andhra Pradesh,District 005,Constituency 005,Electricity,Solar Street Light,Solar Street Light for public use in Constituency 005,1534979.83,1540166.49,1516968.88,2025-07-14,2026-01-09,2026-02-17,105,107,Completed,AG0027,V00041,10.268574,71.578169,1,1,1,0,4,0,none
MPLADS-W000129,MP0005,Andhra Pradesh,District 005,Constituency 005,Sports,Sports Complex,Sports Complex for public use in Constituency 005,1318077.58,1676886.41,2126846.56,2025-03-15,2025-06-10,2025-10-04,239,393,In Progress,AG0027,V00041,10.306954,71.717241,1,1,1,1,8,1,vendor_anomaly
MPLADS-W000130,MP0005,Andhra Pradesh,District 005,Constituency 005,Road,Bridge Approach,Bridge Approach for public use in Constituency 005,794565.39,889304.3,803278.4,2025-03-11,2025-07-02,2025-10-27,95,220,Completed,AG0001,V00006,10.19007,71.706843,0,0,0,2,4,1,ghost_asset
MPLADS-W000131,MP0005,Andhra Pradesh,District 005,Constituency 005,Electricity,Solar Street Light,Solar Street Light for public use in Constituency 005,1869821.01,2420726.64,3075408.03,2025-01-03,2025-02-22,2025-03-27,210,269,In Progress,AG0027,V00006,10.356088,71.550115,0,1,1,1,6,1,cost_anomaly
MPLADS-W000132,MP0005,Andhra Pradesh,District 005,Constituency 005,Drainage,RCC Drain,RCC Drain for public use in Constituency 005,1305231.16,1329568.11,1313292.07,2025-03-01,2025-07-03,2025-08-12,135,130,Sanctioned,AG0001,V00020,10.172474,71.59552,1,1,1,0,4,0,none
MPLADS-W000133,MP0005,Andhra Pradesh,District 005,Constituency 005,Water,RO Plant,RO Plant for public use in Constituency 005,1600899.05,1636197.99,1148333.43,2025-03-11,2025-09-01,2025-11-19,226,433,In Progress,AG0083,V00006,10.344363,71.499498,0,1,1,0,2,1,delay_anomaly
MPLADS-W000134,MP0005,Andhra Pradesh,District 005,Constituency 005,Road,Road Repair,Road Repair for public use in Constituency 005,1551698.38,1558367.06,1779054.74,2024-07-15,2024-09-05,2024-10-12,242,233,In Progress,AG0001,V00041,10.226448,71.586984,0,1,1,2,6,1,duplicate_work
MPLADS-W000135,MP0005,Andhra Pradesh,District 005,Constituency 005,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 005,780107.46,767975.49,780594.54,2024-06-11,2024-11-21,2025-01-22,149,165,Completed,AG0083,V00006,10.414967,71.599398,1,1,1,0,4,0,none
MPLADS-W000136,MP0005,Andhra Pradesh,District 005,Constituency 005,Health,Clinic Building,Clinic Building for public use in Constituency 005,1167583.17,1218804.14,1231197.58,2025-06-23,2025-09-02,2025-12-20,223,328,Completed,AG0083,V00006,10.29398,71.606362,0,1,1,0,3,1,delay_anomaly
MPLADS-W000137,MP0005,Andhra Pradesh,District 005,Constituency 005,Road,Culvert Construction,Culvert Construction for public use in Constituency 005,1121057.54,1752244.51,2016772.94,2025-07-27,2025-12-06,2026-03-08,171,200,Completed,AG0027,V00041,10.301943,71.595553,1,1,0,1,4,1,cost_anomaly
MPLADS-W000138,MP0005,Andhra Pradesh,District 005,Constituency 005,Education,School Library,School Library for public use in Constituency 005,1614351.14,1561786.66,1537894.84,2025-07-13,2025-08-31,2025-12-05,195,200,Completed,AG0001,V00006,10.260358,71.681602,1,1,1,0,3,0,none
MPLADS-W000139,MP0005,Andhra Pradesh,District 005,Constituency 005,Drainage,Sewage Channel,Sewage Channel for public use in Constituency 005,671469.3,688523.21,617274.56,2025-06-08,2025-10-15,2025-11-20,227,385,In Progress,AG0001,V00041,10.284264,71.669951,0,1,1,0,2,1,delay_anomaly
MPLADS-W000140,MP0005,Andhra Pradesh,District 005,Constituency 005,Health,Ambulance Shed,Ambulance Shed for public use in Constituency 005,1462152.8,1542057.36,1225067.81,2024-07-16,2024-11-13,2025-01-15,93,372,In Progress,AG0083,V00041,10.363581,71.638381,0,0,1,0,5,1,delay_anomaly
MPLADS-W000141,MP0006,Haryana,District 006,Constituency 006,Health,Ambulance Shed,Ambulance Shed for public use in Constituency 006,737047.39,1094882.67,1353429.78,2025-07-13,2025-10-17,2026-01-20,172,216,In Progress,AG0028,V00037,27.590347,92.206241,1,1,1,1,5,1,cost_anomaly
MPLADS-W000142,MP0006,Haryana,District 006,Constituency 006,Sports,Open Gym,Open Gym for public use in Constituency 006,1219389.83,1311758.24,1350053.83,2025-07-13,2025-10-08,2025-12-19,170,183,In Progress,AG0028,V00037,27.627017,92.192872,1,1,1,2,5,1,duplicate_work
MPLADS-W000143,MP0006,Haryana,District 006,Constituency 006,Health,Clinic Building,Clinic Building for public use in Constituency 006,685756.59,729307.55,808548.47,2024-07-27,2024-12-06,2025-03-13,152,180,In Progress,AG0029,V00044,27.447519,92.290117,0,1,1,5,6,1,duplicate_work
MPLADS-W000144,MP0006,Haryana,District 006,Constituency 006,Electricity,Street Lighting,Street Lighting for public use in Constituency 006,1523429.91,1496240.28,1538415.35,2024-06-11,2024-12-02,2025-02-27,137,141,Completed,AG0029,V00044,27.394704,92.093568,1,1,1,1,2,0,none
MPLADS-W000145,MP0006,Haryana,District 006,Constituency 006,Road,Road Construction,Road Construction for public use in Constituency 006,715168.55,762526.05,708388.53,2024-10-29,2025-01-07,2025-04-22,149,294,Completed,AG0029,V00037,27.398122,92.16506,0,1,1,0,5,1,delay_anomaly
MPLADS-W000146,MP0006,Haryana,District 006,Constituency 006,Community,Community Hall,Community Hall for public use in Constituency 006,1197798.99,1150905.56,1161086.16,2024-04-09,2024-09-26,2025-01-21,160,378,In Progress,AG0029,V00044,27.593571,92.184525,1,1,1,0,3,1,delay_anomaly
MPLADS-W000147,MP0006,Haryana,District 006,Constituency 006,Education,School Toilet,School Toilet for public use in Constituency 006,1591707.01,2288862.65,3307940.05,2024-07-08,2024-12-24,2025-02-19,180,213,In Progress,AG0120,V00037,27.552866,92.223364,1,1,1,0,4,1,cost_anomaly
MPLADS-W000148,MP0006,Haryana,District 006,Constituency 006,Road,Road Construction,Road Construction for public use in Constituency 006,694713.48,754341.66,781119.23,2024-10-25,2025-03-06,2025-05-18,231,237,Completed,AG0120,V00037,27.40116,92.036745,0,1,1,5,5,1,duplicate_work
MPLADS-W000149,MP0006,Haryana,District 006,Constituency 006,Health,Health Sub-centre,Health Sub-centre for public use in Constituency 006,1135613.67,1156692.88,1100909.94,2025-07-06,2026-01-02,2026-03-28,159,320,In Progress,AG0028,V00037,27.619568,92.056785,1,1,1,0,2,1,delay_anomaly
MPLADS-W000150,MP0006,Haryana,District 006,Constituency 006,Health,Health Sub-centre,Health Sub-centre for public use in Constituency 006,1327895.03,1293852.52,1294320.85,2025-04-21,2025-09-04,2025-10-08,166,469,Completed,AG0120,V00037,27.598209,92.195201,1,1,1,0,4,1,delay_anomaly
MPLADS-W000151,MP0006,Haryana,District 006,Constituency 006,Drainage,Drain Repair,Drain Repair for public use in Constituency 006,1304099.35,1284730.88,1248538.04,2024-04-28,2024-06-27,2024-09-15,149,140,Sanctioned,AG0028,V00051,27.598981,92.170743,1,1,1,0,4,0,none
MPLADS-W000152,MP0006,Haryana,District 006,Constituency 006,Road,Culvert Construction,Culvert Construction for public use in Constituency 006,909501.72,976924.78,1317358.42,2025-05-07,2025-10-04,2025-12-30,148,223,In Progress,AG0120,V00051,27.453053,92.085092,0,0,0,0,14,1,payment_anomaly
MPLADS-W000153,MP0006,Haryana,District 006,Constituency 006,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 006,1306082.42,1409416.25,1367313.46,2024-05-13,2024-08-24,2024-10-07,187,221,Completed,AG0028,V00051,27.424453,92.075555,0,1,1,2,3,1,duplicate_work
MPLADS-W000154,MP0006,Haryana,District 006,Constituency 006,Electricity,Electrification,Electrification for public use in Constituency 006,898465.97,1305163.73,1794140.58,2024-05-23,2024-07-30,2024-09-04,137,179,In Progress,AG0120,V00037,27.547835,92.219242,1,1,0,0,3,1,cost_anomaly
MPLADS-W000155,MP0006,Haryana,District 006,Constituency 006,Electricity,Transformer Setup,Transformer Setup for public use in Constituency 006,903429.76,1062629.56,1131647.89,2024-04-07,2024-07-25,2024-10-10,189,290,Completed,AG0029,V00044,27.646222,92.223206,0,0,0,2,8,1,ghost_asset
MPLADS-W000156,MP0006,Haryana,District 006,Constituency 006,Community,Bus Shelter,Bus Shelter for public use in Constituency 006,650276.3,674923.78,549243.8,2024-06-11,2024-09-22,2024-11-24,158,359,Sanctioned,AG0028,V00037,27.558389,92.053855,0,1,1,0,2,1,delay_anomaly
MPLADS-W000157,MP0006,Haryana,District 006,Constituency 006,Sports,Playground,Playground for public use in Constituency 006,704707.66,1152254.65,1403623.46,2024-11-21,2025-01-22,2025-03-05,167,216,In Progress,AG0120,V00044,27.603603,92.116746,1,1,1,1,5,1,cost_anomaly
MPLADS-W000158,MP0006,Haryana,District 006,Constituency 006,Education,Smart Classroom,Smart Classroom for public use in Constituency 006,1228681.96,1919653.08,2502836.82,2024-09-12,2024-12-07,2025-03-03,170,200,In Progress,AG0028,V00051,27.444084,92.096756,1,1,1,0,5,1,cost_anomaly
MPLADS-W000159,MP0006,Haryana,District 006,Constituency 006,Electricity,Solar Street Light,Solar Street Light for public use in Constituency 006,546068.91,537504.21,533122.43,2025-07-22,2026-01-17,2026-03-08,241,222,Completed,AG0120,V00051,27.633982,92.294324,1,1,1,0,4,0,none
MPLADS-W000160,MP0006,Haryana,District 006,Constituency 006,Health,Ambulance Shed,Ambulance Shed for public use in Constituency 006,1366597.76,1398133.08,1388553.55,2025-05-14,2025-08-31,2025-12-22,107,127,Completed,AG0120,V00051,27.430576,92.305122,1,1,1,0,4,0,none
